Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext,index,id,file
HALLER,MATTHIAS,2361,A,"Haller  ,  Matthias Haller, Matthias; Ackermann, Walter.   Versicherungs- wirtschaft - kundenorientiert. ([Krag,von der] VBV Ver- einigung für Berufstildung der schweizerischen Versiche- rungswirtschaft, Bern). (Zürich: Verlag des	Schweizerischen Kaufmänn",1250,1250,chunk_9.csv
HALLER,PETER,12014,A,"Haller , Peter Haller,Peter. Die Stellung des Versicherten in der Kol lektivunfall Versicherung. Diss.Universitat Bern. MUnsIngen:B.Pischer,Dr.,[1965].	(XI1,74 S.) 9371 ",1254,1254,chunk_9.csv
HALLER,WALTER,12450,A,"Haller     ,    Walter Haller,  Walter;  Karlen, Peter.       Raumplanungs- und Bau- recht nach, dem Recht des Bundes und des Kantons Zürich. Zurich:   Schulthese Polygraphischer Verlag,	1990.     -23cm. ^      XXVIII,232	S.,2  Falttaf. 27855             ",1257,1257,chunk_9.csv
HALLSTEIN,WALTER,70680,A,"Hallstein   .Walter Hallstein, Walter.  Die Aktienrechte der Gegenwart.  Gesetze und Entwürfe  in  reohtsvergleiohender Darstellung. Berlin:F.Vahlen 1931-	(VII,408 S.) 1859	W     (Dr.,Prof.)   J7T               A ",1259,1259,chunk_9.csv
HALPÉRIN,JEAN,5441,A,"Halpérin.Jean Halpérin, Jean. Politik und Wirtschaft in den Entecheidungs- Jahren (1936-1946). Aus den Wochenberichten einer Zürcher Privatbank zusammengestellt von J.H. [Herausgegeben anlässlich des 50jahrigen des Bankgeschäftes Julius Bar & Co., Zürich]",1260,1260,chunk_9.csv
HAMANN,ANGELIKA,83744,A,"Hamann  f  Angelika Hamann, (Angelika); Huber, (Johann J. ) .   Coaching. Der Vorgesetzte als Trainer. Darmstadt: Hoppenstedt Technik Tabellen Verlag, (-1991) . ^^     -26cm.140 S.,Ordner. 32477 ",1266,1266,chunk_9.csv
HAMBURG,F.,,A,"Hamburg,?	F Hamburg(F	F                    Kritische Untersuchungen über Militärdienstversicherung. Jena:G.Fischer 188l.	(48 S.) ",1269,1269,chunk_9.csv
HAMBURGER,HANNY,,A,"Hamburger     ,     Hanny s.      Problem,   das,   mit  der Solidarität  in der Sozial- versicherung;   dargestellt am Beispiel  der AHV   ... Referate gehalten von Margrith Bigler-Bggenberger, H'H1   ... ",1271,1271,chunk_9.csv
HAMEL,GARY,83929,A,"Hamel     ,     Gary________________¿J O   /¿£ 7* Hamel,   Gary;   Praiialad,   C.K.       Competing for  the  future. Boston,   HA:   Harvard Business  School Press,   (1994). A	-24cm.XV,327  p. 32938 ",1272,1272,chunk_9.csv
HAMM,WALTER,331,A,"H a m m , Walter Hamm, Walter.  Innovationsf örderung gegen den Markt. (Schriftenreihe des Vororts. Nr. 40). Zürich, Schweizerischer Handels- und Industrie-Verein, 1985.	A              -23cm.32 S ",1274,1274,chunk_9.csv
HAMM,WALTER,331/25,A,"Hamm     ,     Walter 33f/¿ Hamm, Yfalter. Erfahrungen mit der Mitbestimmung in der Bundesrepublik Deutschland. (Schriftenreihe des Vororts. Nr. 25). Zürich, Vorort des Schweizerischen Handels-und Industrie Vereins, 1981.	-23cm.53 S ",1275,1275,chunk_9.csv
HAMMOND,W. ROGERS,,A,"Hammond   ,   W.   Rogers a.   House,Charles  L.vanj   H'W.R1.   Accounting  for  life insurance  companies. ",1278,1278,chunk_9.csv
HAMON,GEORGES,,A,"Hamon,  Georges Hamon,Georges,  Législation et jurisprudence des assurances pendant la guerre. Recueillies p.G.H, Paria:«la Semaine""  1917.	(VI,339 p.) ",1279,1279,chunk_9.csv
HAMON,GEORGES,7449,A,"Hamon, Georges Hamon,Georges. Cours d'assurances ou abrégé historique et pratique des assurances maritimes, incendie, vie, acci- dents et agricoles... ParierGiard & Briêre 1897.	(XVIII,531 S.) 503.	r       (Professeur) ",1280,1280,chunk_9.csv
HANDBUCH,,85810,A,"Handbuch Handbuch Arbeitszeit. Perspektiven, Probleme, Praxisbei- spiele, ([litt Beiträgen von] i Jürg Baillod, Toni Holen- weger [u.a.]. Arbeitswelt.Publikationen aus dem Nationa- len Forschungsprogramm ""Arbeitswelt""; hrsg.von Andreas Alioth. Band 7). Zü",1291,1291,chunk_9.csv
HANDBUCH,,4487,A,"Handbuch	^^~ /' Handtuch der Exportfinanzierung. (Schriftenreihe der Schweizerischen Kreditanstalt. 40). (Zürich, Schweizerische Kreditanstalt, 1976).   -22cm 123 S.Abb.Palttaf.Graph. ",1293,1293,chunk_9.csv
HANDBUCH,,84765,A,"H andbuch Handtuch der Führungshilfen.Eine Sammlung von bewährten Vorgehensweisen in allen üblichen Situationen bei der Füh rung von Menschen. 4.erweiterte Auflage 1979. Zürich, ATW Adaptive Teachware, Kry ka und Zellweger, 1979. -22cm. [l88 Bl.J+37 S. Or",1294,1294,chunk_9.csv
HANDBUCH,,BV 120,A,"Handtuch dar ïersonalvorsorge-Aufsieht. Redaktion;  Bruno Lang {Leitung),   Karin Somma [u.a.].  Mit Nachträgen. ZUrich:   Amt für  berufliche Voraorge,   1991  -	•   -32cm. Ordner. ",1298,1298,chunk_9.csv
HANDBUCH DER SCHWEIZER BÖRSE: UEBERSICHT,,,A,"Hand/buch der Schweizer Börse:  Uebersicht Band 1: Effektenhandel. -23cm.Ordner, 1995 ",1300,1300,chunk_9.csv
HANDBUCH,,86392,A,Handbuch Handbuch der schweizerischen Krankenversicherung 1998. (Hrsg. vom Konkordat der Schweizerischen Krankenversiche- rer . 82. Jahrgang). Forts.v.: Schweiz.Krankenkassen-Kalender (Solothurn 1998 -	-21cm. 36872 ,1303,1303,chunk_9.csv
HANDBUCH,,83088,A,"Handbuch	/ # ^ <? <? Handbuch der schweizerischen Sozialstatistik = Manuel de statistique sociale suisse 1932-1971. Herausg.vom Eidgenössischen Volkswirtschaf tad epar temen t /Bundesamt für Industrie, Gewerbe und Arbeit. Sonderheft Nr. 85 der ""Volkswirts",1304,1304,chunk_9.csv
HANDBUCH,,5211,A,"Handbuch Handtuch der schweizerischen Volkswirtschaft. Herausg.v.d.   Schweizerischen Gesellschaft  für Statistik und Volkswirtschaft. 2 Bande. BernrBenteli A.G.   (1939) 1939,2730,2731,2732. ",1306,1306,chunk_9.csv
HANDBUCH,,82769,A,"Handbuch Handbuch der  Weltpresse.   Band   1:   Die Pressesysteme  der Welt.   Band  2:Y/eltkatalog der Zeitungen.   Herausg.vom Institut für Publizistik  der Universität  Münster   ...   . Köln,   OpladeruWestdeutscher Verlag,1970.   -8°,   XXXI,656+ XX",1312,1312,chunk_9.csv
HANDBUCH,,5212,A,"Handtuch Handtuch des Bank-, Geld- und Börsenwesene der Schweiz. Unter Mitarbeit von Bankfachleuten herausg.v. Rudolph J Kaderli [und] Edwin Zimmermann. [Mit 17 Tafeln]. Thun:Verlage-Aktiengesellschaft 1947-      (IV+XII+605 S.) K 59o       ™        y ",1315,1315,chunk_9.csv
HANDBUCH,,84516,A,"Handbuch Handbuch des Geld-, Bank- und Börsenwesens der Schweiz, Redigiert von Emilio Albisetti, Daniel Bodraer [u.a.]. (3.Auflage). Thun, Ott Verlag AG, (1977).	-26cm. 646 S 15709 ",1316,1316,chunk_9.csv
HANDBUCH,,85053,A,"Haadtucn Handbuch, des internationalen Steuerrechts der Schweiz. Hrsgerr Ernst Höhn. Mit Beiträgen von Kurt Alig, Alfred. E.Burckhardt [u.a.]. Mitarbeiter des Hrsgers: Robert Wald- burger. (Schriftenreihe Finanzwirtschaft und Finanzrecht. Band 38). Bern,S",1318,1318,chunk_9.csv
HANDBUCH,,84646,A,"Handbuch Handbuch dea Körperschaftsteuerrechts. Auskunftswerk Über das gesamte Körperachaftsteuerrecht mit Nebenbestimmungen Hrsg.von Franz Klein,Konrad Laube,Horst Schöberle. [Untertitel und Autoren wechselnd] [Neuwied], Hermann Luchterhand Verlag, [l97?",1319,1319,chunk_9.csv
HANDBUCH,,86651,A,"HandiDUch Handttucìa für  das Handelsregister.  Hrsg.von Manfred Küng, Bd.   I   ff. •T XÍ <     ¿S¿ (Kriegstetten) : Q, Verlag, 1993-     .	-21cm 33839 ",1322,1322,chunk_9.csv
HANDBUCH 1979,,6574,A,"Handbuch	/ Handbuch, kleines, der Schweizer Aktleny [fierausg. vom] Schweizerischen Bankverein. (Basel  1967).- Jl.	-lrìrr-80-,   108^3.,   Abb ",1326,1326,chunk_9.csv
HANDBUCH,,93115,A,"Handbuch Handbuch, statistisches, für die Republik Qeeterreiob Jg.VI, Neue Folge. Herausg.v. Oesterreichischen Statistischen Eentralamt Wien:0esterreichische Staatsdruckerei 1955.   (XVI+342 S.) K3869 ",1330,1330,chunk_9.csv
HANDBÜCHEREI,,,A,"Handtücherei (Handbücherei für Angestellte  in Handel,   Industrie und Gewerbe.   I) a,Broecker»Hermann und  Otto Knörk.  Der Lebensversicherungs- beaste.	1923. lili ",1335,1335,chunk_9.csv
HANDELSGESETZGEBUNG,,,A,"HandelBgese  tzgebung s.  Fuchs,A	E                    Das Handelsgesetzbuch für das Deutsche Reich...                                                                      1899. 595 ",1349,1349,chunk_9.csv
HANDELSKAMMER,,,A,"Handelskammer Handelskammer,Aargauische : Bericht über das Jahr 1924, 1925,        * 1930, 1931,        1934, 1935, Aarau:Sauerländer 1925- ",1351,1351,chunk_9.csv
HANDELSRECHT,,,A,"Handelsrecht s.Schnitzer,Adolf• Handb.d.internat.Handels-.Wechsel-lind Checkrechts.  Zürich. 1938. Ehrenberg,Victor.Handbuch des gesamten Handelerechts.1.1922 O ",1357,1357,chunk_9.csv
HANDELS-,,,A,"Handele - Handels- und Wirtschaftsreoht; Reihe [hrsg.vom Verlag Rüegger, Diessenhofen]. Band 17 s. KUnzli, Martin.  Die Veräusserung von Aktien- mehrheiten aua zivilrechtlicher und steuerrecht- licher Sicht. ",1358,1358,chunk_9.csv
HANDELSSCHULE,,,A,"Handelsschule Handelsschule des Kaufmännischen Vereins Zürich /Ilohftre Kurse ffer Sommer-Semester Winter-Semester , / Forts. s.: KV Zürich Business School , Zürich 1944- ",1359,1359,chunk_9.csv
HANDELS- 1983,,,A,"Handels- /- Handels- und Industrieverein, schweizerischer. Forschung und Entwicklung in der schweizerischen Privatwirtschaft. Industrieller Forschunga-und Entwicklungsaufwand; Einsatz des Personals mit höherer Ausbildung. Bericht zur>Erhe- bung dea Vorort",1363,1363,chunk_9.csv
"HANDELS- 114, 1983/84",,278,A,"Handele - Handels- und Industrie-Verein, S c hwe i z er i s ehe r. J ahr e g • bericht dea Vororts an die Delegiertenversammlung. T/-106, 1975/76 - (Zürich), 1976 - ",1365,1365,chunk_9.csv
HANDELSVERTRETER,,,A,"Handelsvertreter Handelsvertreter,   der,   in  den Ländern  der EWG und  der EFTA.Hrsg.von Hans Jakob Maier,  Hans Joachim Meyer-Marsi- lius und Rudolf Regul,  Mit Beiträgen von Jorn  Gallwitz, Ernst-Hellmuth Haumann   ([u.a.],   Schriftenreihe Europäi- ",1371,1371,chunk_9.csv
HANDELS- UND GEWERBS-ZEITUNG,,,A,"Handels- und    Gewerbg-Ze  i  t u n g Handels- und &ewerbs-Zeitung(sehweizerisehe.    Mitteilungen über Volkswirtschaft und Eisenbahnen. Jg V,1856 - VII,1858. Zurich 1856-1858. 335	^                                             /Ì ",1375,1375,chunk_9.csv
HANDLAUBER,GERNOT,,A,"Handlbauer      ,      G  *;  r   n   o   t s.        Hinterhuber,   H(ans)   H.;   H'G';   Matzler, K(urt).        Kundenzufriedenheit  durch Kernkompetenzen   ... ",1377,1377,chunk_9.csv
HANDSCHIN,HANS,5253,A,"Handsehin,  Hans Handschin.Hans. L'Union suisse des coopératives de consomma- tion (u.S.C.),' 1890-1955. {ia coopération dans le monde. Vol.2). Traduit' de l'allemand par Isabelle de Dardel. BâlerU.S.C. 1955-	(349 p.) G 564 ",1380,1380,chunk_9.csv
HANDWERKERBANK,,,A,"Handwerke rban'k »Handwerkerbank Basel 1860-1910, (Baeel:Birkhäueer,Dr.)[l91o].	(63 S.) •	A ",1382,1382,chunk_9.csv
HANDWÖRTERBUCH,,5529/1-8,A,"Handwörterbuch	•                   _ » Handwörterbuch der Staatswissensohaften. Herausg.v.J	Conrad,W                 Lexie...[u.a.]. Bd I - Vili. 3.»A. Jena:G.Fischer 1909-1911 870 ",1384,1384,chunk_9.csv
HANDWÖRTERBUCH,,BV 116,A,"Handwörterbuch Handwörterbuch der Versicherung HdV. Hrsg.Ton Dieter Par- ny, Elmar Holten [u.a.]. Karlsruhe:	VVW (Verlag Versieherungswirtschaft e.V., 1988).	^      -28cm.ZXVIII,1365 S. 27044	™                       .f ",1386,1386,chunk_9.csv
HANDWÖRTERBUCH,,5208,A,Handwörterbuch Handwörterbuch des Kaufmanns; Lexikon für Handel lind In dustrie.  5 Bände. v Unter Mitw.v....herausg.v.Karl Bott. Hamburg¡Hanseatische Verlagsanetalt  (Í192S-1927). 1418	• &                                     /) ,1387,1387,chunk_9.csv
HANDY,GUIDE,70036,A,"Handy  guide	fWJ Handy Guide to premium rates, applications and policies of American life insurance companies. 9th annual edition 1900. New York:The Spectator Company 1900.     (644+86 p.) •i* ",1389,1389,chunk_9.csv
HANHART,JOSEPH,,A,"Hanbart     ,     Joseph s.       Kreuz- und Quer-Verblndungen im Parlament   ... ",1396,1396,chunk_9.csv
HANHART,SIEGFRIED,87897,A,"Hanhart  ,  Siegfried Hanhart, Siegfried.; Schulz, Hans-Rudolf.   Lehrlings- ausbildung in der Schweiz. Kosten und Finanzierung. Unter Mitarbeit von Sandra Bossio. Nationales Forschungs programm 33: Wirksamkeit unserer Bildungssysteme. (Chur): Verlag Rüeg",1397,1397,chunk_9.csv
HANS,KARLFRIED,,A,"Hans  ,  Karlfried s.   Hans, Barbara; H'K1. Mitarbeiterschulung, Erprobte Methoden für die Aus- und Weiter- bildung im Betrieb ... ",1402,1402,chunk_9.csv
HANSA,,81249,A,"Hansa	Si'249 Hansa-Welt-Atlas. 63 vollständig neu gezeichnete Haupt- und Nebenkarten, 50 Diagramme, Spezialkarten, Tabellen und Zeichnungen, mit ausführlichem Text und Statistiken sowie vollständigem alphabetischem Register. Bearb.v.Prof.Dr.Mûris und Otto",1403,1403,chunk_9.csv
HANSCHKE,PHILIPP,87225,A,"Hanschke  ,  Philipp Hanschke, Philipp.   A declarative integration of termi- nological, constraint-based, data-driven and goal-direc- ted reasoning. (Diss.Univ.KarIsruhe. DISKI; Disserta- tionen zur künstlichen Intelligenz. 122). {St.Augustin: Dr.Ekkehar",1404,1404,chunk_9.csv
HANSELMANN,OSKAR,81032,A,"Hanselmann,   Oskar	81 '032 Hanselmann,Osfcar.  Arbeitstechnik und Planung.  Grundlagen der Erfolgsplanung.... Zürich:GropengiesBer  (1945)-	(47 S.) K 259                                             ™ ",1407,1407,chunk_9.csv
HANSEN,HANS ROBERT,,,"Baasen       »Hans       Robert	, Hausen,  Hans Robert.      Wirtachaftsinformatik I. Einfüh- rung in die betriebliche Datenverarbeitung.   5-»  neube- arbeitete und stark erweiterte Auflage;   (berichtigter Nachdruck 1987.   Grundwissen Oekonoailc:  Betr",1409,1409,chunk_9.csv
HARBAUER,WALTER,328/37,A,"Harbauer  . Vi alter Harhauer, V/alter.  Aktuelle rechtliche und wirtschaft- liche Probleme in der Rechtsschutzversicherung. Mannhei- mer Torträge zur Versicherungswissenschaftj hrsg. im Institut fUr Versicherungswissensehaft der Universität Mannheim. 37.",1412,1412,chunk_9.csv
HARDMEIER,HANS ULRICH,,,"ardmeier      ,      Hans     Ulrich Homburger, Eric. Der Verwaltungsrat, Art.707-726 OR ... Art.725a bearbeitet von H'U'H1 ... ",1414,1414,chunk_9.csv
HARDMEIER,ULRICH,1811,A,"Hardmeier,     Ulrich Hardmeier, Ulrich .   Recht sprobleiae  der paritätischen Personal- ver Sicherungseinrichtung. Wintertiiur-.P.G.Keller 1957-	(XIII,102 S.) .6097                                                     W ",1415,1415,chunk_9.csv
HARDY,RALPH PRICE,3215,A,"Hardy,  Ralph    Price Hardy,Ralph Price.   Valuation tables,  based upon the ""Insti- tute of Actuaries mortality experience  (in)   table"",  at 3, 3£,   4 and 4i per cent... London;Ch.& E.Layton 1873.	(XVI,181 p.) ",1419,1419,chunk_9.csv
I.A.S.,,87598,A,"I A S lAS International Accounting Standards 1997. The full text of all International Accounting Standards extant at 1 Janauary 1997 and current Exposure Drafts . London: IASC International Accounting Standards Commit- tee, (1997).	-21cm.1102 p 37051 ",1421,1421,chunk_9.csv
ILO PUBLICATIONS,,,A,"ILO       Publications ILO Publications  (International Labour Office) a.        Bureau  international  du Travail,   Genève. ",1460,1460,chunk_9.csv
INSIDERTIP,,,A,"Insidertip	€ Insidertip für Genieseer im Alltag. ""Tom Quartierbei2li ""bis zum Gourmettempel"" - Stadt Zürich. Hrag.von Claus Schweitzer. s.   Schweitzer, Claus.  Insidertip ... für Genieaser im Alltag. ""Vom Quartierteizli i>is zum Gourmettem- pel"" - Stadt ",1601,1601,chunk_9.csv
ISIS JANUAR-JUNI 1986,,,A,"ISIS ISIS Software Report.  Computerprogramme in: Bundesrepu- blik Deutschland, Oesterreich, Schweiz. Kurzbeschreibung, Hardware und Preise. Kommerzielle Programme. Nomina In- formation Services. 14. Jg., 1983/2.1 - 2.4, Juli bis Dezember  ff. (München), ",1713,1713,chunk_9.csv
ISIS,,86170,A,"ISIS Band l - ISIS UNIX report. Software, hardware, services: Deutschland, Oesterreich, Schweiz. të.J C "" S±? lii ^ v -- (Basel):   Nomina (Repräsentanz Schweiz) ,1^1990 - -30cm. 2 Bde 28	"" ",1714,1714,chunk_9.csv
BRAESS,PAUL,3666,A,"B  r  a  e   s   s     ,     3?   a u 1 Braess, Paul.  Betriebswirtschaf tlicïie GedanKen zur Risiko théorie und Schwankungsrüclcstellung. (Versiehe- rungsstiidien; Veröffentlichungen der Kölner Versiche- r ungewiss ens chaf t liehen Vereinigung e.V. Heft",1745,1745,chunk_9.csv
BRAND,ERNST,,A,"Brand  ,Srns  t Brand,Ernet una Ed	ffaeem.    Sammlung der kantonalen Einführungagesetze  zum Bundesgesetz über Schuldbetreilmng und Konkurs sowie der Bestimmungen über die öffentlich- rechtlichen Folgen der fruchtlosen Pfändung und des Konkurses lausanne",1760,1760,chunk_9.csv
WEGLEITUNGEN,,315,A,"Wegleiturigen	315 Wegleitungen für unsere Berufsvertreter beider Abteilungen. [üerausg.v.d.] Schweizerischen Lebensversicherunge- xmd Rentenanstalt. 1941, Nr.l ff. - 1942, Kr.11. [Forte.v.: Mitteilungen [der] Schweizerischen Lebensverei- cherungs- und Ren",2779,2779,chunk_9.csv
WEGMANN,PAUL,12080,A,"Wegmann , P a u 1	-/^ g /O Wegmann,Paul. Die Berufspflichten des Rechtsanwal ta unter ""besonderer Berücksichtigung des zürcherischen Rechts. Zürich:Juris Druck+Verlag,1969.         -23 cm. 295 S. 11547, 24840 ",2782,2782,chunk_9.csv
WEGNER,PETER,82685,A,"Wegner  , Peter Wegner, Peter.   Programming with Ada. An Introduction by means of graduated examples. (Prentice-Hall software aeries). Englewood Cliffs, Prentice-Hall,Inc., (1980).     -24cm. ^	XI,211 p. 1 QTDR ",2788,2788,chunk_9.csv
WEGWEISER,,93149,A,"Wegweiser	J3V¥' *? Wegweiser durch deutsche Aktiengesellschaften. Ausgabe 1959- [Herausg.j: Bayerische Hypotheken- und Wechsel-Bank, München. München 1959-	(629 S.) • f/ Von K erhalten 29-12,59   ~V ",2791,2791,chunk_9.csv
WEGWEISER,,91500,A,"Wegweiser ^/ S'OO Wegweiser im Wirrwarr der Weltwirtschaft. Ein Kompendium internationaler Wirtschaftsorganisationen, [von] Jean- Pierre Blancpain, Walter GUnthardt, Willy Linder, Willy Zeller. (SA.aus der Neuen Zürcher Zeitung. NZZ-Schriften zur Zeit. 34",2794,2794,chunk_9.csv
WEHINGER,URS,,A,"Weüinger     ,     Urs s.       Becohìo, Bruno;  Phillips,  Allan;  W*U*.       Swiss company law.Translation   ... ",2796,2796,chunk_9.csv
WEHRLE,HUGO,BV 103,A,"W e h r 1 e , H u g o	Q ¡/ ^3 INehrle, (Hugo) ; Eggers,(Rana). Deutscher Wortschatz. Ein Wegweiser zum treffenden Ausdruck. (13.Auflage.) Stuttgart:Ernst Klett Verlag,(1967). -24 cm. XXXI,821 S. 11751 ",2798,2798,chunk_9.csv
WEHRLI,ADOLF,72337,A,"Wehrli , Adolf Wehrli, Adolf. Wehrlia Zinstabellen = Tables d'intarâts, 2Í-6JÉ. (4. Aufl.) (Uitikon,Haldenstrasse 10,E.Meier-Pfister,1959.) (368 S.) 9351, ",2800,2800,chunk_9.csv
WEHRLI,BERNHARD,5644,A,"Wehrli, Bernhard Wehr 1 i .Bernhard , Aus der Geschichte des Schweizerischen Handels- und Industrie-Vereins, 1870-1970. Zum hundert- jährigen Beatehen dea Vororts. Erlen""bach-Zürich,Stuttgart :Eugen Rentsch Verlag, (1970) . -8°, 319 S. ",2801,2801,chunk_9.csv
WEHRLI,HANS JOERG,1802,A,"Weìirli,     Hans     Jörg Wehrli,Hans Jörg.   Der Versicherungsagenturvertrag Winterthur:P.G.Keller 1959-	(XIII,105 S.) •	A J,_.„                                                      ,	(Zürcher Dissertation) ",2804,2804,chunk_9.csv
WEHRLI,HANS PETER,,A,"W e h r l i  ,  Hans  Peter s.  Hühli, Edwins W'H'P' (Hrsger).   Strategisches Marketing und Management. Konzeptionen in Theorie und Prçxie ... ",2805,2805,chunk_9.csv
WEIL,HANS,70696,A,"WeilfHans Weil,Hans. Schweizerisches Mietnotrecht speziell die Beschränkung der Kündigung. Dias.Univ.Zurich. Zürich 1944.	'                 (120 S.) 1945,5532.                                    ™                                                      // ",2842,2842,chunk_9.csv
WEIL,TH.,5074,A,"W  e   i  1   ,   T h Weil.Th	Grundstücksechätzung.     3. A Düsseldorf-Lohausen:Werner-Verlag 1950.	(132 S.) K 1587	.           W           (Ministerialrat) ",2843,2843,chunk_9.csv
WEILENMANN,GOTTFRIED,91403/13,,"Vieilenmann, Gottfried Weilenmann,Gottfried. Gewandtheit gewinnt. Wirksame Verhandlungstaktik und Konferenztechnik. (SKÎ-Taschen buch, Nr.13.) Zürich:Verlag SKV,[l97l].	-18cm. 128 S. Atib ",2849,2849,chunk_9.csv
WEILENMANN,PAUL,84046,A,"Weilenmann     ,    Faul Weilemaann, Paul,       Grundlagen des ""betriebswirtschaft- lichen Rechnungswesens. Unter Mitarbeit von Daniela Fluder-Ginesta.   (4.  Auflage).  Schriftenreihe für Wirt- schaf tspädagogik. Band l?. Aarau:Terlag Sauerländer;   Zür",2855,2855,chunk_9.csv
WEISBACH,FRANZ,7804,A,"Weisbach   .Franz Yeistoaoh,Franz, Bauakustik;  Schutz gegen Schall und Erscüüt- terungan. Mit 31 Abb. Berlin: Springer 1913.	(VI, 95 S.) i 1939 , ",2885,2885,chunk_9.csv
WEISFLOG,H.,1210,A,"Weisflog, H Weisflog,H         Rechtspflege-Geset® des Kantons Zürich, Nebst einem Anhang prozessrechtlicher Staatsverträge, Nebengesetze und Verordnungen. ZüricfcrVerlag Buchdr.a./d.Sihl A.G. 1935.     (XI,665	S.) 2186.                     ^F   (Dr. Rech",2887,2887,chunk_9.csv
